999999,392,1,23,18,10,1,0,0,3,1,3,3,2,1,2,0,2
999999,392,2,18,16,6,2,1,2,1,1,1,0,2,2,1,1,2
999999,392,3,22,19,4,1,2,2,1,2,2,3,1,1,1,1,2
999999,392,4,21,21,3,3,3,1,3,2,1,1,4,2,1,0,0
999999,392,5,24,18,10,2,1,2,2,0,0,1,1,2,3,3,1
999999,392,6,19,16,3,0,0,2,3,2,3,1,2,2,0,0,1
999999,392,7,19,15,5,1,0,1,0,1,4,1,1,0,2,0,4
999999,392,8,20,17,6,0,3,3,2,1,0,1,1,4,1,0,1
999999,392,9,19,19,6,0,2,2,2,2,4,1,2,0,1,1,2
999999,392,10,20,16,4,0,1,1,2,1,1,1,4,2,1,1,1
999999,392,11,18,22,9,1,2,5,2,0,6,0,1,1,2,2,0
999999,392,12,22,16,7,1,1,1,1,4,1,2,1,0,1,2,1
999999,392,13,23,19,8,4,1,1,1,1,4,1,2,2,0,0,2
999999,392,14,21,17,7,0,1,2,0,2,0,3,3,1,1,2,2
999999,392,15,22,18,9,4,1,1,1,2,2,0,1,1,0,3,2
999999,392,16,21,18,10,0,2,3,2,1,1,2,0,1,3,1,2
999999,392,17,19,19,8,4,2,3,1,4,0,0,1,1,2,1,0
999999,392,18,20,18,8,0,0,2,2,3,2,0,1,3,4,1,0
999999,392,19,23,16,7,0,3,1,1,1,3,1,3,2,0,1,0
999999,392,20,20,15,4,4,3,1,1,0,0,1,3,0,0,1,1
999999,392,21,21,16,9,0,0,1,1,1,0,2,5,1,3,1,1
999999,392,22,23,23,5,3,2,0,4,3,1,3,1,3,1,2,0
999999,392,23,22,18,7,1,0,2,0,3,3,1,2,3,0,1,2
999999,392,24,22,18,4,1,3,1,0,3,1,2,3,2,1,1,0
999999,392,25,18,22,7,2,3,4,1,2,2,2,1,1,1,1,2
999999,392,26,22,18,6,0,3,1,2,1,2,3,1,3,0,0,2
999999,392,27,22,20,9,2,0,4,3,2,0,1,2,1,2,2,1
999999,392,28,19,14,7,1,0,1,1,2,2,1,3,1,0,1,1
999999,392,29,21,18,9,1,0,3,0,2,4,0,2,1,0,3,2
999999,392,30,21,16,7,3,1,2,1,2,1,0,2,0,1,1,2
