999999,391,1,21,20,9,0,2,4,4,2,1,0,1,0,4,1,1
999999,391,2,22,19,7,1,0,5,1,1,1,3,3,1,2,1,0
999999,391,3,21,19,10,1,2,1,1,2,1,0,4,2,1,1,3
999999,391,4,18,16,3,2,0,1,1,1,1,1,4,3,0,1,1
999999,391,5,20,18,6,2,3,1,2,2,3,1,1,2,0,1,0
999999,391,6,21,19,6,3,0,3,2,2,1,4,1,1,1,0,1
999999,391,7,20,16,6,1,1,1,2,2,0,1,5,1,0,1,1
999999,391,8,20,17,6,3,2,1,0,2,1,2,0,2,2,1,1
999999,391,9,20,16,7,1,1,1,1,2,1,2,2,2,1,0,2
999999,391,10,20,18,10,1,3,0,0,1,2,0,4,3,1,2,1
999999,391,11,21,16,7,0,1,1,0,3,1,3,2,1,1,0,3
999999,391,12,21,19,6,2,1,1,1,3,0,1,1,4,1,2,2
999999,391,13,21,20,10,1,5,1,0,1,2,3,2,1,1,1,2
999999,391,14,21,15,7,1,0,2,1,0,2,1,4,1,0,1,2
999999,391,15,20,20,10,1,0,2,2,2,3,3,2,0,1,2,2
999999,391,16,21,19,7,1,1,4,4,5,0,1,0,0,2,1,0
999999,391,17,18,22,10,2,1,4,1,3,1,2,2,0,0,4,2
999999,391,18,20,19,8,1,3,1,3,4,0,1,1,1,1,1,2
999999,391,19,23,17,4,1,0,1,2,0,0,2,4,2,1,4,0
999999,391,20,22,16,7,1,1,1,1,4,1,1,1,0,0,1,4
999999,391,21,18,16,9,0,3,1,1,3,0,1,1,1,1,1,3
999999,391,22,22,19,13,0,1,4,1,1,3,1,1,3,1,2,1
999999,391,23,18,19,10,4,0,1,1,0,0,4,1,3,2,1,2
999999,391,24,21,20,6,2,2,2,2,2,0,3,0,2,2,2,1
999999,391,25,19,17,10,1,0,0,2,4,0,2,4,0,2,1,1
999999,391,26,22,21,9,0,1,3,0,1,2,1,3,1,7,1,1
999999,391,27,21,18,5,3,3,0,1,2,2,1,1,3,1,1,0
999999,391,28,19,20,4,1,2,1,2,3,7,0,2,0,0,0,2
999999,391,29,20,22,9,1,3,4,1,1,2,1,4,2,1,0,2
999999,391,30,21,19,10,0,3,2,3,2,2,0,3,2,1,0,1
