999999,393,1,19,18,7,3,2,0,1,1,0,1,1,3,1,3,2
999999,393,2,19,19,5,2,1,3,2,0,1,2,0,1,1,4,2
999999,393,3,18,17,8,1,2,1,2,1,4,1,0,0,1,0,4
999999,393,4,20,17,6,1,0,2,2,1,1,1,1,1,2,1,4
999999,393,5,22,16,5,2,0,1,0,1,3,2,0,1,1,2,3
999999,393,6,19,15,7,0,1,1,2,1,2,0,1,3,0,3,1
999999,393,7,17,18,3,0,1,2,0,2,0,5,3,1,1,3,0
999999,393,8,20,19,7,1,1,2,2,2,1,3,0,1,2,1,3
999999,393,9,19,18,5,1,1,1,1,4,2,2,1,3,1,1,0
999999,393,10,18,15,5,4,1,0,3,1,2,1,0,3,0,0,0
999999,393,11,21,23,8,2,1,3,1,0,6,1,2,2,1,2,2
999999,393,12,23,17,8,1,0,1,4,0,0,1,3,2,1,2,2
999999,393,13,24,18,9,2,3,0,5,2,1,2,2,0,0,1,0
999999,393,14,24,19,7,0,3,3,2,2,1,1,3,1,1,2,0
999999,393,15,21,14,7,3,1,2,1,2,1,1,2,0,0,0,1
999999,393,16,23,19,7,2,5,2,2,0,1,0,1,2,0,2,2
999999,393,17,21,16,8,3,1,2,2,1,1,0,0,1,0,3,2
999999,393,18,23,16,7,1,0,1,2,1,1,3,3,0,1,2,1
999999,393,19,20,16,8,0,1,2,4,1,1,1,5,0,1,0,0
999999,393,20,23,17,5,2,1,2,2,0,1,3,1,3,0,2,0
999999,393,21,22,17,9,3,1,1,1,0,1,1,3,1,1,0,4
999999,393,22,19,18,8,4,1,0,1,1,0,4,1,3,0,2,1
999999,393,23,20,21,6,0,4,1,2,2,2,4,1,1,3,1,0
999999,393,24,20,14,4,0,1,2,0,3,2,3,1,0,1,0,1
999999,393,25,18,20,7,2,0,4,2,5,2,1,1,1,1,0,1
999999,393,26,21,14,6,0,1,4,0,0,1,0,1,1,2,3,1
999999,393,27,19,16,7,1,1,4,1,3,0,1,0,1,1,1,2
999999,393,28,21,15,4,1,1,6,1,2,1,1,0,0,2,0,0
999999,393,29,19,16,7,0,1,2,0,4,0,1,2,1,2,0,3
999999,393,30,18,16,8,0,1,0,3,1,2,0,3,0,0,3,3
